,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
169,Transformer: Rise of the Dark Spark,PS4,2014,Action,Activision,0.07,0.1,0.01,0.04,0.21
170,The Wolf Among Us,PS4,2014,Adventure,Telltale Games,0.1,0.07,0.0,0.03,0.21
171,Attack on Titan (KOEI),PS4,2016,Action,Tecmo Koei,0.02,0.06,0.11,0.02,0.2
172,NHL 17,PS4,2016,Sports,Electronic Arts,0.13,0.04,0.0,0.04,0.2
173,Angry Birds Star Wars,PS4,2013,Strategy,Activision,0.1,0.08,0.0,0.03,0.2
174,Tony Hawk's Pro Skater 5,PS4,2015,Sports,Activision,0.09,0.08,0.0,0.03,0.2
175,BioShock The Collection,PS4,2016,Shooter,Take-Two Interactive,0.05,0.11,0.01,0.03,0.2
176,Zombie Army Trilogy,PS4,2015,Shooter,Rebellion Developments,0.04,0.12,0.0,0.03,0.2
177,Bound By Flame,PS4,2014,Role-Playing,Focus Home Interactive,0.07,0.08,0.0,0.04,0.19
178,The Heavy Rain and Beyond: Two Souls Collection,PS4,2016,Action,Sony Computer Entertainment,0.0,0.16,0.0,0.03,0.19
179,Singstar: Ultimate Party,PS4,2014,Misc,Sony Computer Entertainment Europe,0.0,0.16,0.0,0.03,0.19
180,MotoGP 14,PS4,2014,Racing,Milestone S.r.l.,0.04,0.11,0.0,0.04,0.18
181,Dynasty Warriors 8: Empires,PS4,2014,Action,Tecmo Koei,0.06,0.07,0.03,0.02,0.18
182,Odin Sphere: Leifthrasir,PS4,2016,Role-Playing,Nippon Ichi Software,0.06,0.03,0.07,0.02,0.18
183,Godzilla (2015),PS4,2014,Action,Namco Bandai Games,0.1,0.03,0.02,0.03,0.18
184,Back to the Future: The Game,PS4,2015,Adventure,Telltale Games,0.1,0.04,0.0,0.03,0.17
185,Yakuza Zero: The Place of Oath,PS4,2015,Action,Sega,0.0,0.0,0.17,0.0,0.17
186,NBA Live 16,PS4,2015,Sports,Electronic Arts,0.1,0.04,0.0,0.03,0.17
187,MotoGP 15,PS4,2015,Racing,Milestone S.r.l.,0.0,0.12,0.03,0.02,0.17
188,Jikkyou Powerful Pro Baseball 2016,PS4,2016,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17
189,Valkyria Chronicles,PS4,2016,Role-Playing,Sega,0.06,0.04,0.05,0.02,0.17
190,Toukiden Kiwami,PS4,2015,Action,Tecmo Koei,0.05,0.07,0.02,0.02,0.17
191,Senran Kagura: Estival Versus,PS4,2015,Action,Marvelous Interactive,0.07,0.0,0.08,0.02,0.17
192,Bladestorm: Nightmare,PS4,2015,Action,Tecmo Koei,0.07,0.04,0.03,0.02,0.16
193,Yakuza Kiwami,PS4,2016,Adventure,Sega,0.0,0.0,0.16,0.0,0.16
194,Guilty Gear Xrd: Sign,PS4,2014,Fighting,Arc System Works,0.1,0.0,0.04,0.02,0.16
195,Putty Squad,PS4,2013,Platform,System 3,0.06,0.07,0.0,0.02,0.16
196,Saint Seiya: Soldiers' Soul,PS4,2015,Fighting,Namco Bandai Games,0.0,0.09,0.04,0.02,0.15
197,Warriors Orochi 3,PS4,2014,Action,Tecmo Koei,0.04,0.05,0.04,0.02,0.15
198,Yakuza: Ishin,PS4,2014,Action,Sega,0.0,0.0,0.15,0.0,0.15
199,BlazBlue: Chrono Phantasma Extend,PS4,2015,Action,PQube,0.07,0.03,0.02,0.02,0.14
200,Brothers: A Tale of Two Sons,PS4,2015,Adventure,505 Games,0.03,0.08,0.0,0.02,0.13
201,Gravity Rush Remastered,PS4,2015,Action,Sony Computer Entertainment,0.02,0.05,0.04,0.01,0.13
202,Final Fantasy XIV: Heavensward,PS4,2015,Action,Square Enix,0.0,0.05,0.06,0.01,0.12
203,7 Days to Die,PS4,2016,Action,Telltale Games,0.03,0.07,0.0,0.02,0.12
204,Don Bradman Cricket 14,PS4,2015,Sports,Tru Blu Entertainment,0.01,0.09,0.0,0.02,0.12
205,Sword Art Online: Hollow Fragment,PS4,2015,Role-Playing,Namco Bandai Games,0.0,0.1,0.0,0.02,0.12
206,Dead Island Definitive Collection,PS4,2016,Action,Deep Silver,0.02,0.07,0.01,0.02,0.12
207,Akiba's Trip: Undead & Undressed,PS4,2014,Action,Acquire,0.08,0.0,0.01,0.02,0.11
208,Samurai Warriors 4-II,PS4,2015,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.11
209,Digimon Story: Cyber Sleuth,PS4,2016,Role-Playing,Namco Bandai Games,0.0,0.09,0.0,0.02,0.11
210,Rugby 15,PS4,2015,Sports,Bigben Interactive,0.03,0.06,0.0,0.02,0.11
211,God Eater 2: Rage Burst,PS4,2015,Role-Playing,Namco Bandai Games,0.0,0.01,0.09,0.0,0.1
212,Wasteland 2,PS4,2015,Role-Playing,Deep Silver,0.07,0.0,0.01,0.02,0.1
213,Atelier Sophie: The Alchemist of the Mysterious Book,PS4,2015,Role-Playing,Tecmo Koei,0.01,0.02,0.06,0.01,0.1
214,Earth Defense Force 2025.1: The Shadow of New Despair,PS4,2015,Action,D3Publisher,0.0,0.0,0.1,0.0,0.1
215,Ultra Street Fighter IV,PS4,2015,Fighting,Capcom,0.0,0.08,0.0,0.01,0.1
216,Natural Doctrine,PS4,2014,Role-Playing,Nippon Ichi Software,0.05,0.02,0.02,0.01,0.1
217,Gundam Breaker 3,PS4,2016,Action,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
218,The King of Fighters XIV,PS4,2016,Fighting,Deep Silver,0.04,0.01,0.03,0.01,0.09
219,The Crew: Wild Run,PS4,2015,Action,Ubisoft,0.0,0.08,0.0,0.01,0.09
220,Devil May Cry 4,PS4,2015,Action,Capcom,0.01,0.0,0.08,0.0,0.09
221,The Idolmaster: Platinum Stars,PS4,2016,Simulation,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
222,Super Robot Wars OG: The Moon Dwellers,PS4,2016,Misc,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
223,Samurai Warriors 4: Empires,PS4,2015,Action,Tecmo Koei,0.02,0.01,0.05,0.01,0.09
224,Adventure Time: Finn & Jake Investigations,PS4,2015,Action,Little Orbit,0.03,0.04,0.0,0.01,0.09
225,Lara Croft and the Temple of Osiris,PS4,2014,Action,Square Enix,0.0,0.07,0.0,0.01,0.08
226,Arslan: The Warriors of Legend,PS4,2015,Action,Tecmo Koei,0.02,0.01,0.04,0.01,0.08
227,God Eater Resurrection,PS4,2015,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
228,Toukiden 2,PS4,2016,Action,Tecmo Koei,0.0,0.0,0.08,0.0,0.08
229,The Witch and the Hundred Knight,PS4,2015,Role-Playing,Nippon Ichi Software,0.02,0.01,0.05,0.01,0.08
230,MXGP 2,PS4,2016,Racing,Milestone S.r.l.,0.02,0.05,0.0,0.01,0.08
231,Assassin's Creed Chronicles,PS4,2016,Action,Ubisoft,0.01,0.05,0.01,0.01,0.08
232,The Golf Club,PS4,2014,Sports,Unknown,0.05,0.02,0.0,0.01,0.08
233,Dragon's Dogma Online,PS4,2015,Role-Playing,Capcom,0.0,0.0,0.08,0.0,0.08
234,Shovel Knight,PS4,2015,Platform,Yacht Club Games,0.03,0.03,0.0,0.01,0.08
235,Yoru no Nai Kuni,PS4,2015,Role-Playing,Tecmo Koei,0.0,0.0,0.08,0.0,0.08
236,Mega Man Legacy Collection,PS4,2016,Platform,Capcom,0.06,0.0,0.0,0.01,0.07
237,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016,Action,Activision,0.04,0.02,0.0,0.01,0.07
238,Guilty Gear Xrd -Revelator-,PS4,2016,Fighting,PQube,0.02,0.0,0.05,0.0,0.07
239,Toy Soldiers: War Chest,PS4,2015,Action,Ubisoft,0.06,0.0,0.0,0.01,0.07
240,Grand Ages: Medieval,PS4,2015,Strategy,Kalypso Media,0.0,0.05,0.01,0.01,0.07
241,Resident Evil 6,PS4,2016,Shooter,Capcom,0.05,0.0,0.0,0.01,0.07
242,The Book of Unwritten Tales 2,PS4,2015,Adventure,Nordic Games,0.0,0.06,0.0,0.01,0.07
243,Fairy Fencer F: Advent Dark Force,PS4,2015,Role-Playing,Idea Factory International,0.02,0.0,0.05,0.0,0.07
244,Broken Sword 5: The Serpent's Curse,PS4,2015,Adventure,Revolution Software,0.0,0.06,0.0,0.01,0.06
245,Legend of Kay,PS4,2015,Action,Nordic Games,0.02,0.03,0.0,0.01,0.06
246,Song of the Deep,PS4,2016,Action,Insomniac Games,0.05,0.0,0.0,0.01,0.06
247,Valentino Rossi: The Game,PS4,2016,Racing,Namco Bandai Games,0.01,0.05,0.0,0.01,0.06
248,Terraria,PS4,2014,Action,505 Games,0.0,0.05,0.01,0.01,0.06
249,Risen 3: Titan Lords,PS4,2015,Role-Playing,Deep Silver,0.0,0.05,0.0,0.01,0.06
250,Destiny: The Collection,PS4,2016,Shooter,Activision,0.01,0.04,0.0,0.01,0.06
251,Project Setsuna,PS4,2016,Role-Playing,Square Enix,0.0,0.0,0.06,0.0,0.06
252,Romance of the Three Kingdoms 13,PS4,2015,Action,Tecmo Koei,0.01,0.0,0.05,0.0,0.06
253,Utawarerumono: Itsuwari no Kamen,PS4,2015,Adventure,Aqua Plus,0.0,0.0,0.06,0.0,0.06
254,Rugby World Cup 2015,PS4,2015,Sports,Ubisoft,0.0,0.05,0.0,0.01,0.06
255,Nights of Azure,PS4,2015,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06
256,MX vs. ATV Supercross Encore,PS4,2015,Sports,Nordic Games,0.0,0.05,0.0,0.01,0.06
257,Handball 16,PS4,2015,Sports,Bigben Interactive,0.0,0.05,0.0,0.01,0.06
258,Grand Kingdom,PS4,2015,Role-Playing,Nippon Ichi Software,0.02,0.0,0.03,0.0,0.06
259,Nobunaga no Yabou: Souzou,PS4,2014,Strategy,Tecmo Koei,0.0,0.0,0.06,0.0,0.06
260,Kamen Rider: Battride War Genesis,PS4,2016,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
261,ZombiU,PS4,2016,Action,Ubisoft,0.0,0.04,0.01,0.01,0.05
262,Arcania: Gothic 4,PS4,2015,Role-Playing,Nordic Games,0.04,0.0,0.0,0.01,0.05
263,Dead or Alive Xtreme 3: Fortune,PS4,2016,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
264,WRC 5: FIA World Rally Championship,PS4,2015,Sports,Bigben Interactive,0.0,0.04,0.0,0.01,0.05
265,Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,Shooter,Xseed Games,0.02,0.02,0.0,0.01,0.05
266,Assetto Corsa,PS4,2016,Racing,505 Games,0.0,0.04,0.0,0.01,0.05
267,Child of Light,PS4,2014,Role-Playing,Ubisoft,0.0,0.01,0.04,0.0,0.05
268,The Technomancer,PS4,2016,Role-Playing,Focus Home Interactive,0.01,0.03,0.0,0.01,0.05
269,Steins;Gate 0,PS4,2015,Adventure,PQube,0.0,0.0,0.05,0.0,0.05
270,Sengoku Basara 4: Sumeragi,PS4,2015,Action,Capcom,0.0,0.0,0.05,0.0,0.05
271,Pro Cycling Manager 2016,PS4,2016,Sports,Focus Home Interactive,0.0,0.04,0.0,0.01,0.05
272,Sword Art Online: Game Director's Edition,PS4,2015,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
273,Saints Row: Gat out of Hell,PS4,2015,Action,Deep Silver,0.0,0.04,0.0,0.01,0.05
274,Game of Thrones (Telltale),PS4,2015,Adventure,Telltale Games,0.04,0.0,0.0,0.01,0.05
275,Mighty No. 9,PS4,2016,Platform,Deep Silver,0.04,0.0,0.0,0.01,0.05
276,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS4,2016,Misc,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
277,Sébastien Loeb Rally Evo,PS4,2016,Racing,Milestone S.r.l,0.0,0.04,0.0,0.01,0.04
278,Utawarerumono: Futari no Hakuoro,PS4,2016,Misc,Aqua Plus,0.0,0.0,0.04,0.0,0.04
279,Hitman (2016),PS4,2016,Action,Square Enix,0.0,0.04,0.0,0.01,0.04
280,Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,Marvelous Interactive,0.01,0.0,0.02,0.0,0.04
281,XCOM 2,PS4,2016,Strategy,Take-Two Interactive,0.01,0.02,0.0,0.01,0.04
282,Infamous: First Light,PS4,2014,Action,Sony Computer Entertainment,0.0,0.03,0.0,0.01,0.04
283,Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,Tecmo Koei,0.03,0.0,0.0,0.01,0.04
284,Hyperdimension Neptunia Victory II,PS4,2015,Role-Playing,Idea Factory International,0.0,0.0,0.04,0.0,0.04
285,Rugby Challenge 3,PS4,2016,Sports,Alternative Software,0.0,0.03,0.0,0.01,0.04
286,Hatsune Miku: Project Diva X,PS4,2016,Misc,Sega,0.01,0.0,0.02,0.0,0.04
287,Assassin's Creed Chronicles: China,PS4,2015,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04
288,Batman: A Telltale Game Series,PS4,2016,Adventure,Telltale Games,0.01,0.02,0.0,0.01,0.04
289,Resident Evil 4 HD,PS4,2016,Shooter,Capcom,0.03,0.0,0.0,0.01,0.03
290,Tour de France 2014,PS4,2014,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03
291,JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
292,NASCAR Heat Evolution,PS4,2016,Racing,Dusenberry Martin Racing,0.03,0.0,0.0,0.01,0.03
293,Phantasy Star Online 2 Episode 4: Deluxe Package,PS4,2017,Role-Playing,Sega,0.0,0.0,0.03,0.0,0.03
294,Summon Night 6: Lost Borders,PS4,2016,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
295,Exist Archive: The Other Side of the Sky,PS4,2015,Role-Playing,Aksys Games,0.0,0.0,0.03,0.0,0.03
296,Ghostbusters (2016),PS4,2016,Action,Activision,0.02,0.0,0.0,0.01,0.03
297,Let's Sing 2016,PS4,2015,Action,FuRyu Corporation,0.02,0.0,0.0,0.01,0.03
298,Sengoku Basara: Sanada Yukimura-Den,PS4,2016,Action,Capcom,0.0,0.0,0.03,0.0,0.03
299,The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Action,Activision,0.0,0.02,0.0,0.0,0.03
300,God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
301,Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,Nippon Ichi Software,0.02,0.0,0.0,0.0,0.03
302,Omega Quintet,PS4,2014,Role-Playing,Compile Heart,0.0,0.0,0.02,0.0,0.02
303,Blade Arcus from Shining EX,PS4,2015,Fighting,Sega,0.0,0.0,0.02,0.0,0.02
304,Tokyo Xanadu eX+,PS4,2016,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.02,0.0,0.02
305,Prison Architect,PS4,2016,Action,Introversion Software,0.01,0.01,0.0,0.0,0.02
306,Rugby League Live 3,PS4,2015,Action,Tru Blu Entertainment,0.0,0.02,0.0,0.0,0.02
307,Aegis of Earth: Protonovus Assault,PS4,2016,Action,PQube,0.02,0.0,0.0,0.0,0.02
308,Dead Rising,PS4,2016,Action,Capcom,0.01,0.0,0.0,0.0,0.02
309,Anima - Gate of Memories,PS4,2016,Action,Avanquest,0.0,0.02,0.0,0.0,0.02
310,Resident Evil: Umbrella Corps,PS4,2016,Action,Capcom,0.0,0.0,0.02,0.0,0.02
311,Legend of Kay Anniversary,PS4,2015,Action,Nordic Games,0.0,0.02,0.0,0.0,0.02
312,Dino Dini's Kick Off Revival,PS4,2016,Sports,Avanquest,0.0,0.02,0.0,0.0,0.02
313,Natsuiro High School: Seishun Hakusho,PS4,2015,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02
314,Black Rose Valkyrie,PS4,2016,Role-Playing,Idea Factory,0.0,0.0,0.02,0.0,0.02
315,Agatha Christie's The ABC Murders,PS4,2016,Adventure,Microids,0.01,0.01,0.0,0.0,0.02
316,The Talos Principle,PS4,2015,Puzzle,Devolver Digital,0.0,0.02,0.0,0.0,0.02
317,Rabbids Invasion: The Interactive TV Show,PS4,2014,Misc,Ubisoft,0.0,0.01,0.0,0.0,0.02
318,Winning Post 8 2016,PS4,2016,Simulation,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
319,This War of Mine,PS4,2016,Action,Deep Silver,0.0,0.01,0.0,0.0,0.02
320,Assault Suit Leynos,PS4,2016,Shooter,Rising Star Games,0.01,0.0,0.0,0.0,0.02
321,Koihime Enbu,PS4,2016,Fighting,Yeti,0.0,0.0,0.02,0.0,0.02
322,Professional Farmer 2016,PS4,2015,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.02
323,Worms: WMD,PS4,2016,Action,Sold Out,0.01,0.01,0.0,0.0,0.02
324,Touhou Genso Rondo: Bullet Ballet,PS4,2016,Shooter,Nippon Ichi Software,0.01,0.0,0.0,0.0,0.02
325,God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,PS4,2016,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
326,Raven's Cry,PS4,2015,Role-Playing,TopWare Interactive,0.0,0.01,0.0,0.0,0.01
327,God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,2016,Misc,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
328,Resident Evil 5 HD,PS4,2016,Action,Capcom,0.01,0.0,0.0,0.0,0.01
329,Dragon's Dogma Online: Season 2,PS4,2016,Action,Capcom,0.0,0.0,0.01,0.0,0.01
330,Republique,PS4,2016,Action,Nippon Ichi Software,0.0,0.01,0.01,0.0,0.01
331,Dynasty Warriors: Eiketsuden,PS4,2016,Action,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
332,Paragon,PS4,2016,Action,Epic Games,0.01,0.0,0.0,0.0,0.01
333,Chaos;Child,PS4,2015,Adventure,5pb,0.0,0.0,0.01,0.0,0.01
334,God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,PS4,2016,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
335,Farming 2017 - The Simulation,PS4,2016,Simulation,UIG Entertainment,0.0,0.01,0.0,0.0,0.01
0,Kinect Adventures!,X360,2010,Misc,Microsoft Game Studios,14.97,4.94,0.24,1.67,21.82
1,Grand Theft Auto V,X360,2013,Action,Take-Two Interactive,9.63,5.31,0.06,1.38,16.38
2,Call of Duty: Modern Warfare 3,X360,2011,Shooter,Activision,9.03,4.28,0.13,1.32,14.76
3,Call of Duty: Black Ops,X360,2010,Shooter,Activision,9.67,3.73,0.11,1.13,14.64
4,Call of Duty: Black Ops II,X360,2012,Shooter,Activision,8.25,4.3,0.07,1.12,13.73
5,Call of Duty: Modern Warfare 2,X360,2009,Shooter,Activision,8.52,3.63,0.08,1.29,13.51
6,Halo 3,X360,2007,Shooter,Microsoft Game Studios,7.97,2.83,0.13,1.21,12.14
7,Grand Theft Auto IV,X360,2008,Action,Take-Two Interactive,6.76,3.1,0.14,1.03,11.02
8,Call of Duty: Ghosts,X360,2013,Shooter,Activision,6.72,2.63,0.04,0.82,10.21
9,Halo: Reach,X360,2010,Shooter,Microsoft Game Studios,7.03,1.98,0.08,0.78,9.88
10,Halo 4,X360,2012,Shooter,Microsoft Game Studios,6.63,2.36,0.04,0.73,9.76
11,Call of Duty 4: Modern Warfare,X360,2007,Shooter,Activision,5.91,2.38,0.13,0.9,9.32
12,Minecraft,X360,2013,Misc,Microsoft Game Studios,5.58,2.83,0.02,0.77,9.2
13,The Elder Scrolls V: Skyrim,X360,2011,Role-Playing,Bethesda Softworks,5.03,2.86,0.1,0.85,8.84
14,Call of Duty: World at War,X360,2008,Shooter,Activision,4.79,1.9,0.0,0.69,7.37
15,Battlefield 3,X360,2011,Shooter,Electronic Arts,4.46,2.13,0.06,0.69,7.34
16,Gears of War 2,X360,2008,Shooter,Microsoft Game Studios,4.15,1.92,0.06,0.64,6.76
17,Halo 3: ODST,X360,2009,Shooter,Microsoft Game Studios,4.34,1.35,0.06,0.61,6.36
18,Red Dead Redemption,X360,2010,Action,Take-Two Interactive,3.7,1.97,0.09,0.57,6.34
19,Kinect Sports,X360,2010,Sports,Microsoft Game Studios,3.92,1.78,0.03,0.51,6.24
20,Gears of War 3,X360,2011,Shooter,Microsoft Game Studios,4.05,1.62,0.07,0.49,6.24
21,Gears of War,X360,2006,Shooter,Microsoft Game Studios,3.54,1.9,0.07,0.6,6.11
22,Assassin's Creed,X360,2007,Adventure,Ubisoft,3.28,1.65,0.07,0.55,5.55
23,Forza Motorsport 3,X360,2009,Racing,Microsoft Game Studios,2.99,1.92,0.1,0.51,5.51
24,Assassin's Creed III,X360,2012,Action,Ubisoft,3.13,1.71,0.03,0.44,5.3
25,Assassin's Creed II,X360,2009,Action,Ubisoft,3.1,1.56,0.08,0.51,5.27
26,FIFA Soccer 13,X360,2012,Action,Electronic Arts,1.08,3.48,0.03,0.58,5.18
27,Fable III,X360,2010,Role-Playing,Microsoft Game Studios,3.59,1.11,0.05,0.38,5.13
28,Fallout 3,X360,2008,Role-Playing,Bethesda Softworks,3.39,1.03,0.09,0.44,4.96
29,Batman: Arkham City,X360,2011,Action,Warner Bros. Interactive Entertainment,2.99,1.31,0.04,0.41,4.76
30,Forza Motorsport 4,X360,2011,Racing,Microsoft Game Studios,2.08,2.04,0.06,0.47,4.64
31,Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,3.19,0.92,0.01,0.42,4.53
32,The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,Take-Two Interactive,2.82,1.05,0.13,0.4,4.39
33,FIFA 14,X360,2013,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31
34,Call of Duty: Advanced Warfare,X360,2014,Shooter,Activision,2.75,1.18,0.0,0.37,4.31
35,Fable II,X360,2008,Role-Playing,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31
36,Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19
37,FIFA 12,X360,2011,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19
38,Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08
39,Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06
40,Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99
41,LEGO Indiana Jones: The Original Adventures,X360,2008,Action,Activision,2.4,1.03,0.0,0.36,3.78
42,Battlefield 4,X360,2013,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53
43,FIFA Soccer 11,X360,2010,Sports,Electronic Arts,0.71,2.4,0.02,0.4,3.53
44,Left 4 Dead,X360,2008,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52
45,Resident Evil 5,X360,2009,Action,Capcom,2.11,0.94,0.12,0.34,3.51
46,Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5
47,Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,2.2,0.97,0.02,0.31,3.5
48,Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,2.09,1.02,0.04,0.32,3.48
49,Borderlands,X360,2009,Shooter,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44
50,LEGO Batman: The Videogame,X360,2008,Action,Warner Bros. Interactive Entertainment,2.03,1.03,0.0,0.32,3.38
51,Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,1.9,1.14,0.01,0.29,3.34
52,Dance Central,X360,2010,Misc,MTV Games,2.15,0.77,0.01,0.26,3.19
53,Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,1.99,0.82,0.03,0.27,3.11
54,FIFA 15,X360,2014,Sports,Electronic Arts,0.78,2.02,0.0,0.3,3.11
55,Borderlands 2,X360,2012,Shooter,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07
56,Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,1.94,0.86,0.03,0.24,3.07
57,Kung Fu Panda,X360,2008,Action,Activision,1.91,0.84,0.0,0.29,3.05
58,Far Cry 3,X360,2012,Shooter,Ubisoft,1.38,1.35,0.02,0.28,3.04
59,Saints Row 2,X360,2008,Action,THQ,1.94,0.8,0.02,0.27,3.03
60,NBA 2K13,X360,2012,Sports,Take-Two Interactive,2.6,0.21,0.01,0.19,3.0
61,Street Fighter IV,X360,2009,Fighting,Capcom,1.82,0.71,0.15,0.26,2.95
62,Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,1.83,0.8,0.03,0.27,2.93
63,Sega Superstars Tennis,X360,2008,Sports,Sega,1.75,0.86,0.0,0.28,2.9
64,Madden NFL 13,X360,2012,Sports,Electronic Arts,2.53,0.16,0.0,0.17,2.86
65,BioShock,X360,2007,Shooter,Take-Two Interactive,1.65,0.86,0.05,0.28,2.83
66,Madden NFL 10,X360,2009,Sports,Electronic Arts,2.52,0.09,0.0,0.22,2.83
67,Star Wars: The Force Unleashed,X360,2008,Action,LucasArts,1.74,0.8,0.0,0.26,2.8
68,Saints Row: The Third,X360,2011,Action,THQ,1.25,1.15,0.07,0.3,2.77
69,L.A. Noire,X360,2011,Adventure,Take-Two Interactive,1.52,0.94,0.02,0.24,2.72
70,Call of Duty 3,X360,2006,Shooter,Activision,1.49,0.93,0.02,0.27,2.71
71,Madden NFL 12,X360,2011,Sports,Electronic Arts,2.42,0.11,0.0,0.16,2.69
72,Madden NFL 11,X360,2010,Sports,Electronic Arts,2.38,0.12,0.0,0.18,2.69
73,Skate 3,X360,2010,Sports,Electronic Arts,1.46,0.98,0.0,0.24,2.68
74,Guitar Hero: World Tour,X360,2008,Misc,Activision,1.78,0.64,0.0,0.25,2.67
75,LEGO Star Wars: The Complete Saga,X360,2007,Action,LucasArts,1.53,0.87,0.0,0.24,2.64
76,Halo Wars,X360,2009,Strategy,Microsoft Game Studios,1.53,0.82,0.04,0.24,2.63
77,Medal of Honor,X360,2010,Shooter,Electronic Arts,1.55,0.81,0.04,0.21,2.62
78,FIFA Soccer 10,X360,2009,Sports,Electronic Arts,0.59,1.79,0.01,0.23,2.62
79,NBA 2K12,X360,2011,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16,2.62
80,Ghostbusters: The Video Game (DS Version),X360,2009,Action,Take-Two Interactive,1.04,1.24,0.03,0.27,2.58
81,Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts,1.76,0.56,0.03,0.22,2.57
82,Madden NFL 09,X360,2008,Sports,Electronic Arts,2.21,0.12,0.0,0.2,2.54
83,Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision,2.29,0.02,0.0,0.19,2.5
84,Pure,X360,2008,Racing,Disney Interactive Studios,1.38,0.85,0.0,0.25,2.48
85,Rock Band,X360,2007,Misc,Electronic Arts,1.93,0.34,0.0,0.21,2.48
86,NBA 2K14,X360,2013,Sports,Take-Two Interactive,2.1,0.2,0.0,0.17,2.47
87,Halo: Combat Evolved Anniversary,X360,2011,Shooter,Microsoft Game Studios,1.44,0.73,0.04,0.22,2.44
88,Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft,1.56,0.61,0.02,0.23,2.42
89,Zumba Fitness,X360,2010,Sports,505 Games,1.74,0.48,0.0,0.18,2.39
90,Dead Island,X360,2011,Action,Deep Silver,1.48,0.71,0.0,0.2,2.39
91,Kinect: Disneyland Adventures,X360,2011,Misc,Microsoft Game Studios,1.73,0.46,0.02,0.18,2.38
